taxa;domain;kingdom;phylum;class;order;family;genus;species;source;group;id_level
Aquimonas;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Aquimonas;NA;eDNA;bacteria;genus
Aquisphaera;Bacteria;Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae;Aquisphaera;NA;eDNA;bacteria;genus
Aquitalea;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chromobacteriaceae;Aquitalea;NA;eDNA;bacteria;genus
Arcicella;Bacteria;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Arcicella;NA;eDNA;bacteria;genus
Arcobacter;Bacteria;Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;NA;eDNA;bacteria;genus
Arenimonas;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;NA;eDNA;bacteria;genus
Aridibacter;Bacteria;Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Blastocatellales;Blastocatellaceae;Aridibacter;NA;eDNA;bacteria;genus
Armatimonas;Bacteria;Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;NA;eDNA;bacteria;genus
Arthrobacter;Bacteria;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;NA;eDNA;bacteria;genus
Aurantimicrobium;Bacteria;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Aurantimicrobium;NA;eDNA;bacteria;genus
Aureimonas;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Aureimonas;NA;eDNA;bacteria;genus
Azoarcus;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Azoarcus;NA;eDNA;bacteria;genus
Bacillus;Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA;eDNA;bacteria;genus
Bacteriovorax;Bacteria;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax;NA;eDNA;bacteria;genus
Bauldia;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia;NA;eDNA;bacteria;genus
Bdellovibrio;Bacteria;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;NA;eDNA;bacteria;genus
Beijerinckia;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;NA;eDNA;bacteria;genus
Belliella;Bacteria;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Belliella;NA;eDNA;bacteria;genus
BIyi10;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;BIyi10;NA;eDNA;bacteria;genus
Blastocatella;Bacteria;Bacteria;Acidobacteria;Blastocatellia (Subgroup 4);Blastocatellales;Blastocatellaceae;Blastocatella;NA;eDNA;bacteria;genus
Blastomonas;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;NA;eDNA;bacteria;genus
Blastopirellula;Bacteria;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula;NA;eDNA;bacteria;genus
Bosea;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Bosea;NA;eDNA;bacteria;genus
Brevundimonas;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;NA;eDNA;bacteria;genus
Bryobacter;Bacteria;Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;NA;eDNA;bacteria;genus
BSV13;Bacteria;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;BSV13;NA;eDNA;bacteria;genus
C39;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;C39;NA;eDNA;bacteria;genus
Caedibacter;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Caedibacter;NA;eDNA;bacteria;genus
Calothrix PCC-6303;Bacteria;Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Calothrix PCC-6303;NA;eDNA;bacteria;genus
Candidatus Accumulibacter;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae;Candidatus Accumulibacter;NA;eDNA;bacteria;genus
Candidatus Alysiosphaera;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus Alysiosphaera;NA;eDNA;bacteria;genus
Candidatus Amoebophilus;Bacteria;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Amoebophilaceae;Candidatus Amoebophilus;NA;eDNA;bacteria;genus
Candidatus Anammoximicrobium;Bacteria;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Candidatus Anammoximicrobium;NA;eDNA;bacteria;genus
Candidatus Aquiluna;Bacteria;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Aquiluna;NA;eDNA;bacteria;genus
Candidatus Aquirestis;Bacteria;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Candidatus Aquirestis;NA;eDNA;bacteria;genus
Candidatus Berkiella;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Gammaproteobacteria Incertae Sedis;Candidatus Berkiella;NA;eDNA;bacteria;genus
Candidatus Finniella;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Finniella;NA;eDNA;bacteria;genus
Candidatus Jidaibacter;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae;Candidatus Jidaibacter;NA;eDNA;bacteria;genus
Candidatus Lariskella;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Midichloriaceae;Candidatus Lariskella;NA;eDNA;bacteria;genus
Candidatus Limnoluna;Bacteria;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna;NA;eDNA;bacteria;genus
Candidatus Megaira;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;NA;eDNA;bacteria;genus
Candidatus Methylopumilus;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Methylophilaceae;Candidatus Methylopumilus;NA;eDNA;bacteria;genus
Candidatus Nucleicultrix;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae;Candidatus Nucleicultrix;NA;eDNA;bacteria;genus
Candidatus Omnitrophus;Bacteria;Bacteria;Omnitrophicaeota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus;NA;eDNA;bacteria;genus
Candidatus Ovatusbacter;Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Gammaproteobacteria Incertae Sedis;Candidatus Ovatusbacter;NA;eDNA;bacteria;genus
Candidatus Paracaedibacter;Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Paracaedibacter;NA;eDNA;bacteria;genus
Candidatus Planktoluna;Bacteria;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Planktoluna;NA;eDNA;bacteria;genus
Candidatus Planktophila;Bacteria;Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Sporichthyaceae;Candidatus Planktophila;NA;eDNA;bacteria;genus
Candidatus Soleaferrea;Bacteria;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Candidatus Soleaferrea;NA;eDNA;bacteria;genus
Candidatus Solibacter;Bacteria;Bacteria;Acidobacteria;Acidobacteriia;Solibacterales;Solibacteraceae (Subgroup 3);Candidatus Solibacter;NA;eDNA;bacteria;genus
